Freq.,V(ideal_out).mag,V(ideal_out).phase,V(lpf_3rd_lt1818).mag,V(lpf_3rd_lt1818).phase
977237.221,60.77410362,-6.473062551,61.11941556,-7.186805842
988553.0947,60.77356513,-6.547891444,61.11885454,-7.269879628
1000000,60.77301413,-6.623582411,61.11828049,-7.353910265
1011579.454,60.77245034,-6.70014528,61.11769312,-7.438908655
1023292.992,60.77187345,-6.777589989,61.11709212,-7.52488582
1035142.167,60.77128317,-6.855926582,61.11647717,-7.611852904
1047128.548,60.77067919,-6.935165218,61.11584796,-7.69982117
1059253.725,60.77006119,-7.015316163,61.11520416,-7.788802009
1071519.305,60.76942884,-7.096389801,61.11454542,-7.878806933
1083926.914,60.76878181,-7.178396625,61.1138714,-7.969847583
1096478.196,60.76811977,-7.261347246,61.11318175,-8.061935724
1109174.815,60.76744236,-7.345252389,61.11247611,-8.155083252
1122018.454,60.76674923,-7.430122898,61.1117541,-8.249302193
1135010.816,60.76604002,-7.515969735,61.11101536,-8.3446047
1148153.621,60.76531436,-7.602803979,61.11025949,-8.441003062
1161448.614,60.76457186,-7.690636832,61.10948611,-8.5385097
1174897.555,60.76381213,-7.779479617,61.1086948,-8.637137168
1188502.227,60.76303479,-7.869343779,61.10788515,-8.736898159
1202264.435,60.76223942,-7.960240889,61.10705674,-8.8378055
1216186.001,60.7614256,-8.05218264,61.10620914,-8.939872156
1230268.771,60.76059291,-8.145180853,61.10534191,-9.043111235
1244514.612,60.75974091,-8.239247476,61.10445458,-9.147535982
1258925.412,60.75886917,-8.334394586,61.10354671,-9.253159786
1273503.081,60.75797721,-8.430634388,61.10261782,-9.359996178
1288249.552,60.75706458,-8.52797922,61.10166742,-9.468058835
1303166.778,60.75613081,-8.626441549,61.10069502,-9.577361577
1318256.739,60.75517539,-8.726033977,61.09970011,-9.687918375
1333521.432,60.75419784,-8.826769241,61.09868218,-9.799743344
1348962.883,60.75319764,-8.92866021,61.0976407,-9.912850752
1364583.137,60.75217428,-9.031719894,61.09657511,-10.02725501
1380384.265,60.75112721,-9.135961436,61.09548488,-10.1429707
1396368.361,60.75005589,-9.241398121,61.09436944,-10.26001254
1412537.545,60.74895977,-9.348043373,61.0932282,-10.37839539
1428893.959,60.74783827,-9.455910757,61.09206058,-10.49813431
1445439.771,60.74669081,-9.56501398,61.09086596,-10.61924447
1462177.174,60.7455168,-9.675366892,61.08964373,-10.74174122
1479108.388,60.74431561,-9.786983488,61.08839326,-10.86564008
1496235.656,60.74308664,-9.899877909,61.0871139,-10.9909567
1513561.248,60.74182923,-10.01406444,61.08580499,-11.11770692
1531087.462,60.74054273,-10.12955752,61.08446585,-11.24590673
1548816.619,60.73922649,-10.24637173,61.08309578,-11.37557229
1566751.07,60.73787981,-10.36452181,61.08169409,-11.50671992
1584893.192,60.736502,-10.48402264,61.08026004,-11.63936611
1603245.391,60.73509233,-10.60488925,61.0787929,-11.77352751
1621810.097,60.73365009,-10.72713685,61.07729191,-11.90922096
1640589.773,60.73217453,-10.85078077,61.0757563,-12.04646344
1659586.907,60.73066487,-10.97583651,61.07418528,-12.18527213
1678804.018,60.72912035,-11.10231974,61.07257804,-12.32566437
1698243.652,60.72754015,-11.23024626,61.07093375,-12.46765766
1717908.387,60.72592348,-11.35963205,61.06925157,-12.6112697
1737800.829,60.72426948,-11.49049324,61.06753063,-12.75651834
1757923.614,60.72257731,-11.62284613,61.06577005,-12.90342164
1778279.41,60.72084609,-11.75670717,61.06396893,-13.0519978
1798870.915,60.71907494,-11.89209298,61.06212635,-13.20226522
1819700.859,60.71726293,-12.02902033,61.06024137,-13.35424248
1840772.001,60.71540914,-12.16750618,61.05831301,-13.50794834
1862087.137,60.71351262,-12.30756762,61.0563403,-13.66340173
1883649.089,60.71157238,-12.44922195,61.05432222,-13.82062178
1905460.718,60.70958744,-12.5924866,61.05225775,-13.97962779
1927524.913,60.70755677,-12.73737917,61.05014584,-14.14043925
1949844.6,60.70547933,-12.88391746,61.04798541,-14.30307583
1972422.736,60.70335406,-13.03211941,61.04577536,-14.46755739
1995262.315,60.70117987,-13.18200313,61.04351457,-14.63390399
2018366.364,60.69895564,-13.33358691,61.04120189,-14.80213584
2041737.945,60.69668025,-13.48688923,61.03883614,-14.97227338
2065380.156,60.69435252,-13.6419287,61.03641614,-15.14433722
2089296.131,60.69197127,-13.79872413,61.03394065,-15.31834816
2113489.04,60.68953529,-13.9572945,61.03140843,-15.49432718
2137962.09,60.68704333,-14.11765896,61.02881818,-15.67229547
2162718.524,60.68449413,-14.27983684,61.02616862,-15.8522744
2187761.624,60.68188638,-14.44384764,61.0234584,-16.03428553
2213094.71,60.67921877,-14.60971103,61.02068616,-16.21835062
2238721.139,60.67648995,-14.77744686,61.0178505,-16.40449161
2264644.308,60.67369852,-14.94707516,61.01495,-16.59273064
2290867.653,60.67084307,-15.11861613,61.01198321,-16.78309005
2317394.65,60.66792216,-15.29209014,61.00894864,-16.97559235
2344228.815,60.66493432,-15.46751776,61.00584478,-17.17026028
2371373.706,60.66187803,-15.64491972,61.00267007,-17.36711672
2398832.919,60.65875176,-15.8243169,60.99942293,-17.5661848
2426610.095,60.65555392,-16.00573042,60.99610174,-17.7674878
2454708.916,60.65228292,-16.18918151,60.99270486,-17.97104921
2483133.105,60.6489371,-16.37469161,60.98923059,-18.17689271
2511886.432,60.64551479,-16.56228234,60.98567721,-18.38504218
2540972.706,60.64201428,-16.75197548,60.98204296,-18.59552168
2570395.783,60.6384338,-16.94379299,60.97832606,-18.80835546
2600159.563,60.63477157,-17.137757,60.97452465,-19.02356796
2630267.992,60.63102577,-17.33388983,60.97063687,-19.24118383
2660725.06,60.62719452,-17.53221395,60.96666081,-19.46122789
2691534.804,60.62327592,-17.73275202,60.96259451,-19.68372514
2722701.308,60.61926803,-17.93552687,60.95843599,-19.90870079
2754228.703,60.61516884,-18.14056149,60.9541832,-20.13618023
2786121.169,60.61097633,-18.34787905,60.94983407,-20.36618901
2818382.931,60.60668843,-18.55750288,60.94538649,-20.59875291
2851018.268,60.60230301,-18.76945649,60.94083828,-20.83389785
2884031.503,60.59781792,-18.98376354,60.93618724,-21.07164994
2917427.014,60.59323094,-19.20044788,60.93143111,-21.3120355
2951209.227,60.58853983,-19.41953348,60.9265676,-21.55508098
2985382.619,60.58374227,-19.64104452,60.92159436,-21.80081305
3019951.72,60.57883592,-19.8650053,60.916509,-22.04925851
3054921.113,60.57381838,-20.09144031,60.91130906,-22.30044438
3090295.433,60.5686872,-20.32037417,60.90599207,-22.5543978
3126079.367,60.56343988,-20.55183166,60.90055547,-22.81114612
3162277.66,60.55807387,-20.78583773,60.89499667,-23.07071683
3198895.11,60.55258657,-21.02241745,60.88931303,-23.33313757
3235936.569,60.54697532,-21.26159605,60.88350185,-23.59843618
3273406.949,60.54123741,-21.50339891,60.87756037,-23.86664061
3311311.215,60.53537007,-21.74785153,60.8714858,-24.13777899
3349654.392,60.52937047,-21.99497957,60.86527526,-24.4118796
3388441.561,60.52323575,-22.24480882,60.85892585,-24.68897085
3427677.865,60.51696295,-22.49736518,60.85243458,-24.9690813
3467368.505,60.51054909,-22.7526747,60.84579842,-25.25223966
3507518.74,60.5039911,-23.01076354,60.83901429,-25.53847475
3548133.892,60.49728587,-23.27165799,60.83207903,-25.82781553
3589219.346,60.49043021,-23.53538444,60.82498942,-26.1202911
3630780.548,60.48342088,-23.8019694,60.81774221,-26.41593066
3672823.005,60.47625458,-24.0714395,60.81033404,-26.71476353
3715352.291,60.46892793,-24.34382144,60.80276153,-27.01681916
3758374.043,60.46143748,-24.61914204,60.79502121,-27.32212709
3801893.963,60.45377974,-24.89742821,60.78710956,-27.63071695
3845917.82,60.44595113,-25.17870695,60.77902297,-27.94261848
3890451.45,60.437948,-25.46300531,60.7707578,-28.25786152
3935500.755,60.42976665,-25.75035045,60.76231032,-28.57647596
3981071.706,60.42140328,-26.04076958,60.75367673,-28.8984918
4027170.343,60.41285404,-26.33428999,60.74485316,-29.22393909
4073802.778,60.40411499,-26.63093901,60.73583569,-29.55284795
4120975.191,60.39518214,-26.93074401,60.72662031,-29.88524855
4168693.835,60.3860514,-27.23373243,60.71720295,-30.22117111
4216965.034,60.37671862,-27.53993173,60.70757945,-30.56064591
4265795.188,60.36717955,-27.8493694,60.69774559,-30.90370325
4315190.768,60.3574299,-28.16207294,60.68769709,-31.25037344
4365158.322,60.34746526,-28.47806987,60.67742957,-31.60068683
4415704.474,60.33728117,-28.79738772,60.66693858,-31.95467378
4466835.922,60.32687308,-29.120054,60.65621962,-32.31236463
4518559.444,60.31623633,-29.44609622,60.64526807,-32.67378973
4570881.896,60.30536623,-29.77554186,60.63407926,-33.03897941
4623810.214,60.29425797,-30.10841837,60.62264845,-33.40796397
4677351.413,60.28290665,-30.44475315,60.61097079,-33.78077366
4731512.59,60.2713073,-30.78457355,60.59904139,-34.15743871
4786300.923,60.25945487,-31.12790688,60.58685525,-34.53798927
4841723.676,60.24734421,-31.47478034,60.57440729,-34.92245544
4897788.194,60.23497007,-31.82522107,60.56169238,-35.31086721
4954501.908,60.22232713,-32.17925611,60.54870527,-35.70325452
5011872.336,60.20940998,-32.53691239,60.53544065,-36.09964719
5069907.083,60.19621311,-32.89821672,60.52189312,-36.50007492
5128613.84,60.18273091,-33.26319578,60.50805722,-36.90456729
5188000.389,60.1689577,-33.63187612,60.49392736,-37.31315376
5248074.602,60.15488768,-34.00428412,60.47949791,-37.72586361
5308844.442,60.14051499,-34.38044599,60.46476314,-38.14272599
5370317.964,60.12583364,-34.76038776,60.44971725,-38.56376986
5432503.315,60.11083756,-35.14413527,60.43435432,-38.98902399
5495408.739,60.0955206,-35.53171414,60.41866839,-39.41851695
5559042.573,60.07987649,-35.92314978,60.40265338,-39.85227711
5623413.252,60.06389887,-36.31846735,60.38630316,-40.29033258
5688529.308,60.04758129,-36.71769175,60.36961149,-40.73271126
5754399.373,60.03091719,-37.12084763,60.35257206,-41.17944078
5821032.178,60.01389992,-37.52795934,60.33517846,-41.63054849
5888436.554,59.99652274,-37.93905094,60.31742423,-42.08606148
5956621.435,59.97877879,-38.35414615,60.29930278,-42.5460065
6025595.861,59.96066113,-38.7732684,60.28080748,-43.01041003
6095368.972,59.94216272,-39.19644072,60.2619316,-43.47929818
6165950.019,59.92327641,-39.62368582,60.24266833,-43.95269674
6237348.355,59.90399495,-40.05502599,60.22301077,-44.43063113
6309573.445,59.88431101,-40.49048313,60.20295195,-44.91312637
6382634.862,59.86421715,-40.93007874,60.18248482,-45.40020713
6456542.29,59.84370582,-41.37383386,60.16160226,-45.89189764
6531305.526,59.82276939,-41.82176907,60.14029704,-46.38822171
6606934.48,59.80140012,-42.27390451,60.11856189,-46.88920272
6683439.176,59.77959019,-42.73025979,60.09638945,-47.39486357
6760829.754,59.75733165,-43.19085403,60.07377227,-47.90522672
6839116.473,59.73461649,-43.6557058,60.05070285,-48.4203141
6918309.709,59.71143658,-44.12483316,60.02717361,-48.94014717
6998419.96,59.6877837,-44.59825356,60.00317689,-49.46474685
7079457.844,59.66364955,-45.07598387,59.97870497,-49.99413353
7161434.102,59.63902571,-45.55804038,59.95375006,-50.52832702
7244359.601,59.61390369,-46.04443871,59.9283043,-51.0673466
7328245.331,59.5882749,-46.53519387,59.90235978,-51.61121094
7413102.413,59.56213066,-47.03032018,59.87590852,-52.1599381
7498942.093,59.5354622,-47.52983128,59.84894245,-52.71354553
7585775.75,59.50826066,-48.0337401,59.8214535,-53.27205006
7673614.894,59.48051712,-48.54205884,59.79343349,-53.83546786
7762471.166,59.45222252,-49.05479895,59.76487422,-54.40381441
7852356.346,59.42336778,-49.57197114,59.73576742,-54.97710456
7943282.347,59.3939437,-50.09358529,59.70610478,-55.55535242
8035261.222,59.36394101,-50.6196505,59.67587794,-56.13857143
8128305.162,59.33335035,-51.15017503,59.64507849,-56.72677426
8222426.499,59.30216232,-51.68516631,59.613698,-57.31997289
8317637.711,59.27036742,-52.22463088,59.58172797,-57.91817852
8413951.416,59.23795608,-52.76857441,59.5491599,-58.52140159
8511380.382,59.20491867,-53.31700167,59.51598523,-59.12965179
8609937.522,59.17124549,-53.86991648,59.48219537,-59.74293797
8709635.9,59.13692678,-54.42732176,59.44778173,-60.36126823
8810488.73,59.10195272,-54.98921943,59.41273568,-60.98464983
8912509.381,59.06631343,-55.55561044,59.37704857,-61.61308921
9015711.376,59.02999897,-56.12649477,59.34071173,-62.24659198
9120108.394,58.99299937,-56.70187135,59.3037165,-62.88516292
9225714.272,58.95530459,-57.28173811,59.26605418,-63.52880593
9332543.008,58.91690454,-57.86609192,59.2277161,-64.17752407
9440608.763,58.87778913,-58.45492858,59.18869355,-64.83131953
9549925.86,58.83794817,-59.04824282,59.14897786,-65.49019362
9660508.79,58.7973715,-59.64602828,59.10856035,-66.15414676
9772372.21,58.75604888,-60.2482775,59.06743235,-66.8231785
9885530.947,58.71397007,-60.85498188,59.02558521,-67.49728748
10000000,58.6711248,-61.4661317,58.9830103,-68.17647145
10115794.54,58.62750278,-62.08171609,58.93969902,-68.86072726
10232929.92,58.5830937,-62.70172302,58.89564277,-69.55005086
10351421.67,58.53788725,-63.3261393,58.85083303,-70.24443728
10471285.48,58.4918731,-63.95495056,58.80526127,-70.94388066
10592537.25,58.44504095,-64.58814122,58.75891903,-71.64837422
10715193.05,58.39738046,-65.22569454,58.7117979,-72.35791028
10839269.14,58.34888132,-65.86759254,58.6638895,-73.07248026
10964781.96,58.29953324,-66.51381606,58.61518552,-73.79207467
11091748.15,58.24932592,-67.1643447,58.5656777,-74.51668312
11220184.54,58.1982491,-67.81915683,58.51535786,-75.24629434
11350108.16,58.14629254,-68.47822963,58.46421787,-75.98089615
11481536.21,58.09344603,-69.14153902,58.4122497,-76.7204755
11614486.14,58.03969941,-69.80905969,58.35944538,-77.46501846
11748975.55,57.98504254,-70.48076511,58.30579702,-78.21451025
11885022.27,57.92946532,-71.1566275,58.25129684,-78.96893519
12022644.35,57.87295773,-71.83661785,58.19593713,-79.7282768
12161860.01,57.81550977,-72.52070594,58.1397103,-80.49251774
12302687.71,57.75711154,-73.20886029,58.08260884,-81.26163983
12445146.12,57.69775316,-73.90104823,58.02462537,-82.0356241
12589254.12,57.63742485,-74.59723583,57.96575261,-82.81445077
12735030.81,57.5761169,-75.29738798,57.90598339,-83.59809929
12882495.52,57.51381968,-76.00146836,57.84531068,-84.38654832
13031667.78,57.45052364,-76.70943944,57.78372756,-85.17977579
13182567.39,57.38621932,-77.42126251,57.72122725,-85.9777589
13335214.32,57.32089735,-78.13689767,57.65780311,-86.7804741
13489628.83,57.25454848,-78.85630388,57.59344862,-87.58789719
13645831.37,57.18716355,-79.57943893,57.52815743,-88.40000327
13803842.65,57.11873351,-80.30625947,57.46192331,-89.21676679
13963683.61,57.04924942,-81.03672103,57.3947402,-90.03816158
14125375.45,56.97870247,-81.77077803,57.32660221,-90.86416085
14288939.59,56.90708396,-82.5083838,57.25750359,-91.69473724
14454397.71,56.83438534,-83.24949061,57.18743875,-92.52986282
14621771.74,56.76059816,-83.99404964,57.11640229,-93.36950913
14791083.88,56.68571415,-84.74201108,57.04438897,-94.21364721
14962356.56,56.60972513,-85.49332408,56.97139373,-95.06224762
15135612.48,56.53262311,-86.2479368,56.8974117,-95.91528046
15310874.62,56.45440022,-87.00579646,56.82243817,-96.77271543
15488166.19,56.37504876,-87.7668493,56.74646865,-97.63452182
15667510.7,56.29456119,-88.53104067,56.66949881,-98.50066856
15848931.92,56.21293011,-89.29831501,56.59152454,-99.37112425
16032453.91,56.1301483,-90.0686159,56.51254192,-100.2458572
16218100.97,56.04620871,-90.84188609,56.43254721,-101.1248355
16405897.73,55.96110446,-91.6180675,56.35153692,-102.0080268
16595869.07,55.87482883,-92.3971013,56.26950772,-102.8953989
16788040.18,55.78737529,-93.17892788,56.18645651,-103.7869191
16982436.52,55.6987375,-93.96348692,56.10238041,-104.6825547
17179083.87,55.60890928,-94.75071741,56.01727675,-105.582273
17378008.29,55.51788465,-95.54055768,55.93114307,-106.4860411
17579236.14,55.42565782,-96.33294544,55.84397714,-107.3938262
17782794.1,55.33222318,-97.12781778,55.75577695,-108.3055954
17988709.15,55.23757532,-97.92511127,55.66654071,-109.2213158
18197008.59,55.14170902,-98.72476192,55.57626685,-110.1409547
18407720.01,55.04461926,-99.52670526,55.48495405,-111.0644796
18620871.37,54.94630121,-100.3308764,55.39260121,-111.9918581
18836490.89,54.84675025,-101.1372098,55.29920746,-112.9230578
19054607.18,54.74596194,-101.94564,55.20477216,-113.8580468
19275249.13,54.64393205,-102.7561006,55.10929491,-114.7967935
19498446,54.54065657,-103.5685254,55.01277555,-115.7392663
19724227.36,54.43613166,-104.3828476,54.91521415,-116.6854344
19952623.15,54.3303537,-105.1990002,54.81661102,-117.635267
20183663.64,54.22331927,-106.016916,54.71696672,-118.5887341
20417379.45,54.11502516,-106.8365277,54.61628204,-119.5458059
20653801.56,54.00546833,-107.6577677,54.514558,-120.5064532
20892961.31,53.89464599,-108.4805685,54.4117959,-121.4706476
21134890.4,53.78255552,-109.3048623,54.30799724,-122.4383609
21379620.9,53.66919449,-110.1305813,54.20316378,-123.4095659
21627185.24,53.5545607,-110.9576577,54.09729753,-124.3842359
21877616.24,53.43865214,-111.7860239,53.99040074,-125.362345
22130947.1,53.32146697,-112.6156122,53.8824759,-126.3438682
22387211.39,53.20300359,-113.4463548,53.77352574,-127.328781
22646443.08,53.08326055,-114.2781844,53.66355322,-128.3170601
22908676.53,52.96223662,-115.1110335,53.55256159,-129.308683
23173946.5,52.83993075,-115.9448351,53.44055428,-130.303628
23442288.15,52.71634209,-116.7795221,53.32753501,-131.3018746
23713737.06,52.59146996,-117.6150278,53.21350772,-132.3034033
23988329.19,52.46531387,-118.4512857,53.09847658,-133.3081955
24266100.95,52.33787351,-119.2882297,52.98244602,-134.316234
24547089.16,52.20914875,-120.125794,52.86542071,-135.3275027
24831331.05,52.07913963,-120.9639129,52.74740553,-136.3419864
25118864.32,51.94784637,-121.8025215,52.62840562,-137.3596717
25409727.06,51.81526936,-122.6415549,52.50842634,-138.380546
25703957.83,51.68140916,-123.4809489,52.38747329,-139.4045984
26001595.63,51.54626647,-124.3206394,52.26555231,-140.4318191
26302679.92,51.40984217,-125.1605632,52.14266945,-141.4622001
26607250.6,51.27213729,-126.0006572,52.018831,-142.4957345
26915348.04,51.13315302,-126.8408591,51.89404347,-143.5324171
27227013.08,50.9928907,-127.6811068,51.7683136,-144.5722444
27542287.03,50.85135179,-128.5213389,51.64164835,-145.6152142
27861211.69,50.70853793,-129.3614947,51.5140549,-146.6613263
28183829.31,50.56445087,-130.2015138,51.38554063,-147.7105819
28510182.68,50.41909251,-131.0413365,51.25611317,-148.7629843
28840315.03,50.27246486,-131.8809037,51.12578033,-149.8185383
29174270.14,50.12457008,-132.7201568,50.99455015,-150.8772505
29512092.27,49.97541045,-133.559038,50.86243086,-151.9391298
29853826.19,49.82498834,-134.3974899,50.7294309,-153.0041866
30199517.2,49.67330628,-135.2354558,50.59555891,-154.0724335
30549211.13,49.52036687,-136.0728798,50.46082374,-155.143885
30902954.33,49.36617284,-136.9097063,50.32523441,-156.218558
31260793.67,49.21072702,-137.7458807,50.18880016,-157.296471
31622776.6,49.05403233,-138.5813488,50.0515304,-158.3776451
31988951.1,48.8960918,-139.4160571,49.91343471,-159.4621035
32359365.69,48.73690854,-140.2499528,49.77452288,-160.5498717
32734069.49,48.57648576,-141.0829837,49.63480486,-161.6409773
33113112.15,48.41482673,-141.9150983,49.49429078,-162.7354506
33496543.92,48.25193482,-142.7462457,49.35299093,-163.8333241
33884415.61,48.08781349,-143.5763756,49.21091576,-164.9346328
34276778.65,47.92246625,-144.4054385,49.0680759,-166.0394144
34673685.05,47.75589669,-145.2333853,48.9244821,-167.1477089
35075187.4,47.58810846,-146.0601677,48.78014531,-168.2595591
35481338.92,47.41910529,-146.8857379,48.63507658,-169.3750105
35892193.46,47.24889096,-147.7100488,48.48928712,-170.4941112
36307805.48,47.07746931,-148.533054,48.34278828,-171.6169122
36728230.05,46.90484424,-149.3547074,48.19559152,-172.7434674
37153522.91,46.7310197,-150.1749638,48.04770845,-173.8738334
37583740.43,46.55599968,-150.9937783,47.89915077,-175.00807
38018939.63,46.37978823,-151.8111067,47.74993031,-176.1462399
38459178.2,46.20238946,-152.6269055,47.60005901,-177.288409
38904514.5,46.02380749,-153.4411315,47.4495489,-178.4346461
39355007.55,45.84404651,-154.2537422,47.29841208,-179.5850234
39810717.06,45.66311072,-155.0646954,47.14666078,179.2603835
40271703.43,45.4810044,-155.8739496,46.99430727,178.101496
40738027.78,45.29773183,-156.6814638,46.84136391,176.9382318
41209751.91,45.11329734,-157.4871974,46.6878431,175.7705052
41686938.35,44.92770529,-158.2911102,46.53375731,174.598227
42169650.34,44.74096007,-159.0931626,46.37911904,173.4213044
42657951.88,44.55306612,-159.8933153,46.22394083,172.2396408
43151907.68,44.36402788,-160.6915296,46.06823525,171.0531358
43651583.22,44.17384984,-161.4877671,45.91201486,169.8616853
44157044.74,43.98253652,-162.2819897,45.75529224,168.6651813
44668359.22,43.79009246,-163.0741599,45.59807994,167.4635116
45185594.44,43.59652223,-163.8642404,45.44039051,166.2565599
45708818.96,43.40183043,-164.6521943,45.28223645,165.044206
46238102.14,43.20602169,-165.4379852,45.1236302,163.8263252
46773514.13,43.00910067,-166.2215767,44.96458416,162.6027886
47315125.9,42.81107206,-167.0029331,44.80511061,161.3734626
47863009.23,42.61194057,-167.7820188,44.64522178,160.1382095
48417236.76,42.41171093,-168.5587985,44.48492974,158.8968865
48977881.94,42.21038794,-169.3332373,44.32424646,157.6493466
49545019.08,42.00797638,-170.1053005,44.16318374,156.3954374
50118723.36,41.80448109,-170.8749536,44.00175322,155.1350022
50699070.83,41.59990695,-171.6421626,43.83996633,153.8678789
51286138.4,41.39425885,-172.4068935,43.6778343,152.5939004
51880003.89,41.18754172,-173.1691127,43.5153681,151.3128944
52480746.02,40.97976053,-173.9287869,43.35257845,150.0246833
53088444.42,40.77092029,-174.6858829,43.18947576,148.7290842
53703179.64,40.56102603,-175.4403677,43.02607014,147.4259086
54325033.15,40.35008284,-176.1922087,42.86237133,146.1149623
54954087.39,40.13809583,-176.9413735,42.69838869,144.7960457
55590425.73,39.92507016,-177.6878297,42.53413117,143.468953
56234132.52,39.71101104,-178.4315455,42.36960725,142.1334729
56885293.08,39.4959237,-179.172489,42.20482493,140.7893878
57543993.73,39.27981343,-179.9106286,42.03979169,139.4364742
58210321.78,39.06268558,179.3540669,41.87451442,138.0745024
58884365.54,38.84454551,178.6216288,41.70899941,136.7032362
59566214.35,38.62539866,177.8920878,41.54325228,135.3224335
60255958.61,38.40525052,177.1654746,41.37727794,133.9318454
60953689.72,38.1841066,176.4418196,41.21108053,132.5312167
61659500.19,37.96197249,175.7211531,41.04466341,131.1202855
62373483.55,37.73885383,175.0035049,40.87802901,129.6987834
63095734.45,37.5147563,174.2889047,40.71117889,128.2664352
63826348.62,37.28968566,173.577382,40.54411357,126.8229593
64565422.9,37.0636477,172.8689658,40.37683253,125.3680669
65313055.26,36.83664829,172.1636852,40.20933413,123.9014628
66069344.8,36.60869333,171.4615686,40.0416155,122.4228451
66834391.76,36.37978882,170.7626443,39.87367252,120.9319048
67608297.54,36.14994077,170.0669405,39.70549971,119.4283266
68391164.73,35.9191553,169.3744847,39.53709015,117.9117883
69183097.09,35.68743855,168.6853043,39.3684354,116.3819612
69984199.6,35.45479675,167.9994264,39.19952541,114.8385101
70794578.44,35.22123617,167.3168777,39.03034843,113.2810937
71614341.02,34.98676317,166.6376844,38.86089088,111.7093641
72443596.01,34.75138413,165.9618725,38.69113732,110.1229676
73282453.31,34.51510554,165.2894676,38.52107027,108.5215447
74131024.13,34.27793391,164.6204949,38.35067016,106.9047303
74989420.93,34.03987585,163.9549791,38.17991518,105.2721542
75857757.5,33.80093799,163.2929446,38.0087812,103.6234411
76736148.94,33.56112705,162.6344152,37.83724161,101.9582113
77624711.66,33.32044981,161.9794144,37.66526725,100.2760809
78523563.46,33.0789131,161.3279652,37.49282623,98.57666244
79432823.47,32.8365238,160.6800901,37.31988387,96.85956554
80352612.22,32.59328888,160.0358112,37.14640251,95.12439723
81283051.62,32.34921534,159.3951498,36.9723414,93.37076281
82224264.99,32.10431024,158.7581271,36.79765661,91.59826658
83176377.11,31.8585807,158.1247635,36.62230083,89.80651265
84139514.16,31.6120339,157.4950789,36.44622329,87.99510583
85113803.82,31.36467706,156.8690927,36.26936961,86.16365265
86099375.22,31.11651745,156.2468237,36.09168165,84.3117624
87096359,30.8675624,155.62829,35.91309744,82.43904834
88104887.3,30.61781929,155.0135095,35.73355098,80.54512893
89125093.81,30.36729552,154.4024989,35.55297221,78.6296292
90157113.76,30.11599857,153.7952748,35.3712868,76.69218227
91201083.94,29.86393594,153.191853,35.18841611,74.73243086
92257142.72,29.61111517,152.5922486,35.00427709,72.75002904
93325430.08,29.35754385,151.9964762,34.81878216,70.74464396
94406087.63,29.10322958,151.4045495,34.63183916,68.71595786
95499258.6,28.84818003,150.8164818,34.44335129,66.66366999
96605087.9,28.59240288,150.2322857,34.25321703,64.58749882
97723722.1,28.33590582,149.651973,34.06133018,62.48718425
98855309.47,28.07869662,149.0755548,33.8675798,60.36248999
100000000,27.82078301,148.5030418,33.67185025,58.21320599